DATE,DPCERL1Q225SBEA,DPCERL1Q225SBEA_delta,CP,CP_delta,W875RX1,W875RX1_delta,PSAVERT,PSAVERT_delta,PAYEMS,PAYEMS_delta,UNRATE,UNRATE_delta,POP,POP_delta,CIVPART,CIVPART_delta,INDPRO,INDPRO_delta,USTRADE,USTRADE_delta,TOTALSA,TOTALSA_delta,TOTALSL,TOTALSL_delta,HOUST,HOUST_delta,CPIAUCSL,CPIAUCSL_delta,CSUSHPISA,CSUSHPISA_delta,WTISPLC,WTISPLC_delta,BASE,BASE_delta,BAA10YM,BAA10YM_delta,FF,FF_delta,DGS10,DGS10_delta,TWEXM,TWEXM_delta,UMCSENT,UMCSENT_delta,SANDP,SANDP_delta,Household Debt,Household Debt_delta
1974_3,1.7,1.4,4.63215,2.4186,-0.06026,-1.14178,12.2,12.5,0.14266,0.37332,5.6,5.2,0.24682,0.21026,61.3,61.2,-0.41745,0.07019,-0.14614,-0.6374,0.276651371,0.276651371,1.67973,1.76293,-20.59406,-4.47667,2.81261,2.67865,0.399120158,0.399120158,0,0,2.442237519,2.442237519,1.85,1.52,12.2,11.11,7.96,7.54,2.6898,-3.84342,0.317531731,0.317531731,-8.491171255,-3.659661599,1.138952164,-1.569506726
1974_4,-5.7,1.7,-11.28472,4.63215,-0.5502,-0.06026,13.3,12.2,-0.55964,0.14266,6.6,5.6,0.26723,0.24682,61.3,61.3,-3.97873,-0.41745,-1.1271,-0.14614,0.276651371,0.276651371,0.08037,1.67973,-14.87947,-20.59406,3.07212,2.81261,0.399120158,0.399120158,0,0,2.442237519,2.442237519,2.9,1.85,9.54,12.2,7.67,7.96,0.07061,2.6898,0.317531731,0.317531731,-26.11627791,-8.491171255,0.675675676,1.138952164
1975_1,3.4,-5.7,-12.72016,-11.28472,-1.13174,-0.5502,12.4,13.3,-1.56941,-0.55964,8.3,6.6,0.20781,0.26723,61.2,61.3,-6.6105,-3.97873,0.59785,-1.1271,0.276651371,0.276651371,-0.00437,0.08037,-4.6875,-14.87947,2.13729,3.07212,0.399120158,0.399120158,0,0,2.442237519,2.442237519,3.11,2.9,6.45,9.54,7.54,7.67,-2.849,0.07061,0.317531731,0.317531731,8.042179603,-26.11627791,-0.223713647,0.675675676
1975_2,6.9,3.4,5.38117,-12.72016,0.15331,-1.13174,14.9,12.4,-0.54577,-1.56941,8.9,8.3,0.22458,0.20781,61.3,61.2,-1.33147,-6.6105,0.02675,0.59785,0.276651371,0.276651371,-0.69564,-0.00437,9.73361,-4.6875,1.20418,2.13729,0.23678,0.399120158,0,0,2.442237519,2.442237519,2.58,3.11,5.37,6.45,8.05,7.54,0.50411,-2.849,0.317531731,0.317531731,21.42752887,8.042179603,-2.242152466,-0.223713647
1975_3,5.8,6.9,17.65957,5.38117,0.93885,0.15331,12.5,14.9,0.6742,-0.54577,8.5,8.9,0.29645,0.22458,61.3,61.3,2.45524,-1.33147,0.13755,0.02675,0.276651371,0.276651371,0.28584,-0.69564,16.71335,9.73361,2.00564,1.20418,0.03937,0.23678,0,0,2.442237519,2.442237519,2.29,2.58,6.16,5.37,8.29,8.05,4.05605,0.50411,0.317531731,0.317531731,14.19145976,21.42752887,0.229357798,-2.242152466
1975_4,4.3,5.8,7.23327,17.65957,1.04638,0.93885,12.3,12.5,0.8994,0.6742,8.3,8.5,0.26644,0.29645,61.1,61.3,2.19415,2.45524,0.24038,0.13755,0.276651371,0.276651371,1.79918,0.28584,7.36,16.71335,1.84274,2.00564,-0.11806,0.03937,0,0,2.442237519,2.442237519,2.52,2.29,5.47,6.16,8.06,8.29,1.50287,4.05605,0.317531731,0.317531731,-11.89200416,14.19145976,0.228832952,0.229357798
1976_1,8.2,4.3,6.99831,7.23327,1.19063,1.04638,11.7,12.3,1.34673,0.8994,7.7,8.3,0.22098,0.26644,61.3,61.1,3.07161,2.19415,0.46628,0.24038,0.276651371,0.276651371,2.41602,1.79918,7.45156,7.36,1.14535,1.84274,0.0394,-0.11806,0,0,2.442237519,2.442237519,2.5,2.52,4.83,5.47,7.75,8.06,0.0035,1.50287,0.317531731,0.317531731,7.535470101,-11.89200416,0.684931507,0.228832952
1976_2,3.7,8.2,3.07329,6.99831,1.20875,1.19063,11.3,11.7,0.67901,1.34673,7.6,7.7,0.20668,0.22098,61.5,61.3,1.28082,3.07161,0.20838,0.46628,3.90625,0.276651371,2.34931,2.41602,0.55479,7.45156,0.89445,1.14535,0.11816,0.0394,0,0,2.442237519,2.442237519,2.12,2.5,5.2,4.83,7.77,7.75,1.11612,0.0035,0.317531731,0.317531731,13.94832545,7.535470101,-1.587301587,0.684931507
1976_3,4.3,3.7,1.6055,3.07329,0.76202,1.20875,11.1,11.3,0.48912,0.67901,7.7,7.6,0.25035,0.20668,61.7,61.5,1.31692,1.28082,0.28167,0.20838,0.75188,3.90625,2.41578,2.34931,7.37931,0.55479,1.59574,0.89445,0.51141,0.11816,-2.28013,0,2.442237519,2.442237519,1.89,2.12,5.28,5.2,7.73,7.77,-0.57502,1.11612,0.317531731,0.317531731,1.469302368,13.94832545,0.460829493,-1.587301587
1976_4,5.3,4.3,0.15049,1.6055,0.94774,0.76202,10.5,11.1,0.60592,0.48912,7.8,7.7,0.27127,0.25035,61.8,61.7,1.79385,1.31692,0.44489,0.28167,-1.49254,0.75188,2.90582,2.41578,8.60629,7.37931,1.45375,1.59574,0.66536,0.51141,0,-2.28013,2.442237519,2.442237519,2.02,1.89,4.89,5.28,7.18,7.73,0.70062,-0.57502,0.317531731,0.317531731,0.920597439,1.469302368,0.688073394,0.460829493
1977_1,4.7,5.3,8.1142,0.15049,0.25932,0.94774,9.4,10.5,1.03121,0.60592,7.5,7.8,0.23489,0.27127,61.8,61.8,2.0736,1.79385,0.38849,0.44489,-1.51515,-1.49254,2.57189,2.90582,9.0479,8.60629,1.83545,1.45375,0.93313,0.66536,0,0,2.442237519,2.442237519,1.75,2.02,4.66,4.89,7.36,7.18,0.30128,0.70062,0.317531731,0.317531731,2.109465072,0.920597439,1.138952164,0.688073394
1977_2,2.2,4.7,6.18485,8.1142,1.70519,0.25932,10,9.4,1.33047,1.03121,7.1,7.5,0.23753,0.23489,62.2,61.8,3.10864,2.0736,0.57581,0.38849,0.76923,-1.51515,4.42915,2.57189,4.06725,9.0479,1.74493,1.83545,0.84746,0.93313,0,0,2.442237519,2.442237519,1.63,1.75,5.15,4.66,7.37,7.36,-0.37437,0.30128,0.317531731,0.317531731,-8.412433542,2.109465072,-0.225225225,1.138952164
1977_3,3.9,2.2,4.18848,6.18485,1.36577,1.70519,10.4,10,1.27281,1.33047,6.9,7.1,0.27244,0.23753,62.2,62.2,1.10569,3.10864,0.961,0.57581,3.05344,0.76923,3.93248,4.42915,4.68994,4.06725,1.38462,1.74493,0.80214,0.84746,-1,0,2.442237519,2.442237519,1.47,1.63,5.8,5.15,7.36,7.37,-0.60842,-0.37437,0.317531731,0.317531731,2.093075637,-8.412433542,1.805869074,-0.225225225
1977_4,6.2,3.9,0.62814,4.18848,2.40435,1.36577,10.8,10.4,1.17623,1.27281,6.7,6.9,0.29166,0.27244,62.6,62.2,0.64172,1.10569,-0.69594,0.961,-3.7037,3.05344,3.96311,3.93248,3.28522,4.68994,1.47379,1.38462,0.49261,0.80214,0,-1,2.442237519,2.442237519,1.35,1.47,6.5,5.8,7.6,7.36,-2.0709,-0.60842,0.317531731,0.317531731,-3.931134437,2.093075637,1.33037694,1.805869074
1978_1,2.3,6.2,3.37079,0.62814,0.66694,2.40435,10.9,10.8,1.04131,1.17623,6.3,6.7,0.2388,0.29166,62.8,62.6,-0.29833,0.64172,1.1328,-0.69594,4.61538,-3.7037,3.0997,3.96311,-11.85542,3.28522,1.72027,1.47379,0.5279,0.49261,0,0,2.442237519,2.442237519,1.19,1.35,6.75,6.5,8.01,7.6,-3.20745,-2.0709,0.317531731,0.317531731,-1.481405796,-3.931134437,1.094091904,1.33037694
1978_2,8.8,2.3,11.1715,3.37079,1.55039,0.66694,9.9,10.9,1.81174,1.04131,6,6.3,0.24771,0.2388,63.1,62.8,4.0282,-0.29833,0.21082,1.1328,-5.88235,4.61538,4.97368,3.0997,15.58229,-11.85542,2.275,1.72027,0.26257,0.5279,0,0,2.442237519,2.442237519,1.15,1.19,7.26,6.75,8.33,8.01,-0.97129,-3.20745,-0.97205,0.317531731,-6.203996976,-1.481405796,-0.216450216,1.094091904
1978_3,1.7,8.8,3.47637,11.1715,0.96086,1.55039,10.1,9.9,1.03304,1.81174,6,6,0.28445,0.24771,63.2,63.1,0.87312,4.0282,0.06769,0.21082,3.90625,-5.88235,4.6874,4.97368,-4.49385,15.58229,2.32677,2.275,0.6734,0.26257,0,0,2.442237519,2.442237519,1.01,1.15,8.07,7.26,8.49,8.33,-4.83612,-0.97129,-1.34969,-0.97205,7.096415037,-6.203996976,1.735357918,-0.216450216
1978_4,3.2,1.7,6.03675,3.47637,1.20008,0.96086,10.1,10.1,1.03391,1.03304,5.9,6,0.29576,0.28445,63.5,63.2,1.80027,0.87312,0.31993,0.06769,9.02256,3.90625,3.40001,4.6874,1.04012,-4.49385,2.32389,2.32677,0.70606,0.6734,0,0,2.442237519,2.442237519,0.97,1.01,9.5,8.07,8.82,8.49,-1.32789,-4.83612,-8.58209,-1.34969,7.338011173,7.096415037,1.279317697,1.735357918
1979_1,2,3.2,1.13861,6.03675,1.05988,1.20008,10.6,10.1,0.87843,1.03391,5.9,5.9,0.25864,0.29576,63.7,63.5,0.42738,1.80027,-0.082,0.31993,-0.68966,9.02256,3.63407,3.40001,-18.33333,1.04012,2.51852,2.32389,0.92251,0.70606,0,0,2.442237519,2.442237519,1.05,0.97,10.11,9.5,9.11,8.82,1.21966,-1.32789,-2.72109,-8.58209,-6.270723559,7.338011173,0.421052632,1.279317697
1979_2,-0.2,2,3.81791,1.13861,-0.68771,1.05988,9.8,10.6,0.73837,0.87843,5.7,5.9,0.26199,0.25864,63.4,63.7,-0.19952,0.42738,0.17873,-0.082,2.08333,-0.68966,3.57926,3.63407,10.80432,-18.33333,3.17919,2.51852,0.47532,0.92251,0,0,2.442237519,2.442237519,1.28,1.05,10.17,10.11,9.12,9.11,1.63095,1.21966,-6.85315,-2.72109,5.670582607,-6.270723559,-1.048218029,0.421052632
1979_3,4,-0.2,1.93305,3.81791,0.2705,-0.68771,9.4,9.8,0.56364,0.73837,5.9,5.7,0.29425,0.26199,63.7,63.4,-0.30474,-0.19952,0.17295,0.17873,3.40136,2.08333,3.37992,3.57926,-3.03359,10.80432,3.22129,3.17919,0.80058,0.47532,0,0,2.442237519,2.442237519,1.29,1.28,10.88,10.17,9.1,9.12,-1.71376,1.63095,-4.05405,-6.85315,1.329269424,5.670582607,1.271186441,-1.048218029
1979_4,1.1,4,-1.9889,1.93305,0.6086,0.2705,9.5,9.4,0.33009,0.56364,6,5.9,0.32179,0.29425,63.8,63.7,0.34135,-0.30474,0.43982,0.17295,-0.65789,3.40136,3.0782,3.37992,-12.40223,-3.03359,3.16554,3.22129,0.68592,0.80058,0,0,2.442237519,2.442237519,1.37,1.29,13.5,10.88,10.44,9.1,1.95931,-1.71376,-2.8169,-4.05405,6.102417409,1.329269424,1.464435146,1.271186441
1980_1,-0.6,1.1,-0.14158,-1.9889,-0.2617,0.6086,9.7,9.5,0.34887,0.33009,6.3,6,0.27785,0.32179,63.9,63.8,0.40998,0.34135,0.47408,0.43982,-0.66225,-0.65789,1.76686,3.0782,-20.53571,-12.40223,3.94566,3.16554,0.64539,0.68592,0,0,2.442237519,2.442237519,1.49,1.37,14.75,13.5,11.96,10.44,-0.23523,1.95931,2.25443,-2.8169,-1.144793458,6.102417409,1.030927835,1.464435146
1980_2,-8.7,-0.6,-13.79962,-0.14158,-1.35065,-0.2617,10.5,9.7,-0.48079,0.34887,7.3,6.3,0.27619,0.27785,63.8,63.9,-4.20943,0.40998,0.42862,0.47408,0,-0.66225,-0.94128,1.76686,-15.08828,-20.53571,3.37454,3.94566,0.46313,0.64539,0,0,2.442237519,2.442237519,2.88,1.49,13.23,14.75,10.48,11.96,0.2089,-0.23523,-14.33071,2.25443,-5.419683057,-1.144793458,-0.408163265,1.030927835
1980_3,4.4,-8.7,4.82456,-13.79962,0.08939,-1.35065,10.7,10.5,-0.45105,-0.48079,7.7,7.3,0.29787,0.27619,63.7,63.8,-1.62991,-4.20943,-0.07173,0.42862,-2.66667,0,-0.36767,-0.94128,31.569,-15.08828,1.87638,3.37454,0.74468,0.46313,0,0,2.442237519,2.442237519,2.21,2.88,9.64,13.23,10.94,10.48,-3.23056,0.2089,24.63235,-14.33071,11.90126602,-5.419683057,-0.409836066,-0.408163265
1980_4,5.4,4.4,3.03347,4.82456,2.58337,0.08939,11.2,10.7,0.75404,-0.45105,7.4,7.7,0.28427,0.29787,63.7,63.7,3.85848,-1.62991,1.7389,-0.07173,2.05479,-2.66667,0.83831,-0.36767,8.11782,31.569,2.80418,1.87638,1.02077,0.74468,0,0,2.442237519,2.442237519,2.25,2.21,15.63,9.64,12.41,10.94,1.81353,-3.23056,6.34218,24.63235,9.821429619,11.90126602,1.028806584,-0.409836066
1981_1,2.1,5.4,1.62437,3.03347,-0.03185,2.58337,10.4,11.2,0.42986,0.75404,7.4,7.4,0.20735,0.28427,64,63.7,0.24165,3.85848,-1.30525,1.7389,-1.34228,2.05479,1.27236,0.83831,-9.23588,8.11782,2.76508,2.80418,0.97561,1.02077,0,0,2.442237519,2.442237519,2.29,2.25,16.71,15.63,12.95,12.41,3.14759,1.81353,-5.27046,6.34218,8.209784857,9.821429619,0.610997963,1.028806584
1981_2,-0.1,2.1,-6.09391,1.62437,0.32923,-0.03185,10.3,10.4,0.2612,0.42986,7.4,7.4,0.21958,0.20735,64.1,64,0.30964,0.24165,-0.03753,-1.30525,1.36054,-1.34228,1.70982,1.27236,-13.46999,-9.23588,2.08568,2.76508,1.20773,0.97561,0,0,2.442237519,2.442237519,2.02,2.29,17.56,16.71,13.74,12.95,6.00929,3.14759,8.19912,-5.27046,0.176786247,8.209784857,-2.024291498,0.610997963
1981_3,1.6,-0.1,2.34043,-6.09391,1.80375,0.32923,11.7,10.3,0.21236,0.2612,7.4,7.4,0.26483,0.21958,63.7,64.1,0.92283,0.30964,0.0447,-0.03753,-0.67114,1.36054,1.50666,1.70982,-18.44332,-13.46999,2.78499,2.08568,1.26151,1.20773,0,0,2.442237519,2.442237519,1.63,2.02,17.65,17.56,14.84,13.74,5.45562,6.00929,1.21786,8.19912,-3.522053676,0.176786247,-0.619834711,-2.024291498
1981_4,-3,1.6,-2.02703,2.34043,-0.11438,1.80375,12.4,11.7,-0.43802,0.21236,8.2,7.4,0.27325,0.26483,63.8,63.7,-2.22528,0.92283,-0.08757,0.0447,2.7027,-0.67114,1.28158,1.50666,-9.43983,-18.44332,1.62572,2.78499,1.51515,1.26151,0,0,2.442237519,2.442237519,2.6,1.63,13.59,17.65,14.12,14.84,-3.10374,5.45562,-12.16578,1.21786,-11.45492432,-3.522053676,-1.247401247,-0.619834711
1982_1,2.7,-3,-10.71618,-2.02703,-0.11659,-0.11438,11.8,12.4,-0.68899,-0.43802,8.8,8.2,0.21489,0.27325,63.8,63.8,-2.05446,-2.22528,-0.02146,-0.08757,-9.86842,2.7027,1.33916,1.28158,0.80183,-9.43983,0.88837,1.62572,0.99502,1.51515,0,0,2.442237519,2.442237519,2.74,2.6,14.2,13.59,14.27,14.12,3.48749,-3.10374,1.21766,-12.16578,5.482873989,-11.45492432,-0.210526316,-1.247401247
1982_2,1.5,2.7,0.83185,-10.71618,0.48149,-0.11659,11.9,11.8,-0.52916,-0.68899,9.4,8.8,0.21702,0.21489,64,63.8,-1.2409,-2.05446,0.10018,-0.02146,5.10949,-9.86842,1.11915,1.33916,7.72727,0.80183,1.44503,0.88837,0.82102,0.99502,0,0,2.442237519,2.442237519,2.85,2.74,14.51,14.2,13.94,14.27,3.79314,3.48749,-0.45113,1.21766,-8.641373921,5.482873989,-0.843881857,-0.210526316
1982_3,3.1,1.5,-2.59281,0.83185,-0.54556,0.48149,11.7,11.9,-0.76076,-0.52916,9.9,9.4,0.24934,0.21702,64.1,64,-1.39001,-1.2409,-0.38783,0.10018,5.55556,5.10949,0.75425,1.11915,18.03797,7.72727,1.73601,1.44503,0.94463,0.82102,0,0,2.442237519,2.442237519,3.13,2.85,11,14.51,13.11,13.94,4.10096,3.79314,0.75529,-0.45113,-2.179351574,-8.641373921,0.212765957,-0.843881857
1982_4,7.5,3.1,-3.20629,-2.59281,0.07926,-0.54556,10.4,11.7,-0.60097,-0.76076,10.7,9.9,0.25689,0.24934,64.1,64.1,-1.87981,-1.39001,-0.19556,-0.38783,6.57895,5.55556,1.03661,0.75425,14.65594,18.03797,0.30727,1.73601,1.03259,0.94463,0,0,2.442237519,2.442237519,3.72,3.13,9.28,11,10.66,13.11,1.16208,4.10096,8.69565,0.75529,9.93426342,-2.179351574,0,0.212765957
1983_1,3.9,7.5,1.375,-3.20629,0.53145,0.07926,10.3,10.4,0.20379,-0.60097,10.4,10.7,0.20559,0.25689,63.8,64.1,1.14585,-1.87981,0.02697,-0.19556,0.61728,6.57895,1.56591,1.03661,27.04599,14.65594,0.06841,0.30727,1.30949,1.03259,0,0,2.442237519,2.442237519,3.27,3.72,8.69,9.28,10.56,10.66,-2.65016,1.16208,3.86207,8.69565,16.81892995,9.93426342,1.061571125,0
1983_2,8.2,3.9,11.89889,1.375,0.82717,0.53145,9.2,10.3,0.76067,0.20379,10.1,10.4,0.20174,0.20559,63.9,63.8,2.20592,1.14585,-0.54276,0.02697,0,0.61728,1.98692,1.56591,1.84049,27.04599,1.15612,0.06841,1.41866,1.30949,0,0,2.442237519,2.442237519,2.71,3.27,8.81,8.69,10.55,10.56,1.95,-2.65016,21.51394,3.86207,8.723785655,16.81892995,-1.890756303,1.061571125
1983_3,7.2,8.2,5.89532,11.89889,1.16169,0.82717,8.9,9.2,1.03594,0.76067,9.4,10.1,0.24066,0.20174,64.2,63.9,3.42065,2.20592,0.7734,-0.54276,-4.90798,0,3.16458,1.98692,8.55422,1.84049,0.97546,1.15612,1.18122,1.41866,0,0,2.442237519,2.442237519,1.9,2.71,9.45,8.81,11.64,10.55,2.90598,1.95,-0.32787,21.51394,9.933300548,8.723785655,1.070663812,-1.890756303
1983_4,6.5,7.2,2.4974,5.89532,2.41255,1.16169,9.4,8.9,1.39726,1.03594,8.5,9.4,0.24307,0.24066,64.1,64.2,2.62491,3.42065,-1.14223,0.7734,3.22581,-4.90798,3.99018,3.16458,-4.05105,8.55422,0.999,0.97546,1.04455,1.18122,0,0,2.442237519,2.442237519,1.92,1.9,9.42,9.45,11.69,11.64,-0.03479,2.90598,0.32895,-0.32787,-1.261076668,9.933300548,1.271186441,1.070663812
1984_1,3.4,6.5,3.90863,2.4974,2.02628,2.41255,10.5,9.4,1.32032,1.39726,7.9,8.5,0.19398,0.24307,64,64.1,2.93249,2.62491,0.37547,-1.14223,-8.75,3.22581,4.61946,3.99018,12.20359,-4.05105,1.41741,0.999,1.15537,1.04455,0,0,2.442237519,2.442237519,1.8,1.92,9.69,9.42,11.95,11.69,0.64667,-0.03479,8.74317,0.32895,-0.638599896,-1.261076668,0.836820084,1.271186441
1984_2,5.8,3.4,0.24426,3.90863,1.87516,2.02628,10.6,10.5,1.11618,1.32032,7.4,7.9,0.1987,0.19398,64.5,64,1.55347,2.93249,0.29275,0.37547,8.21918,-8.75,4.82298,4.61946,-6.03093,12.20359,0.94311,1.41741,1.14217,1.15537,0,0,1.72851,2.442237519,1.5,1.8,10.53,9.69,13.21,11.95,1.00552,0.64667,-2.91457,8.74317,-3.486327681,-0.638599896,-1.037344398,0.836820084
1984_3,3.1,5.8,-4.48343,0.24426,1.77191,1.87516,11.1,10.6,0.99125,1.11618,7.4,7.4,0.23517,0.1987,64.5,64.5,0.71748,1.55347,0.22883,0.29275,-1.89873,8.21918,4.53404,4.82298,-8.28305,-6.03093,0.86957,0.94311,1.21842,1.14217,0,0,1.40196,1.72851,1.84,1.5,11.38,10.53,12.87,13.21,5.33066,1.00552,2.38095,-2.91457,-3.781875402,-3.486327681,0.838574423,-1.037344398
1984_4,5.4,3.1,0.5102,-4.48343,0.94745,1.77191,10.7,11.1,0.8921,0.99125,7.3,7.4,0.2528,0.23517,64.5,64.5,0.04757,0.71748,0.01798,0.22883,-1.29032,-1.89873,3.53631,4.53404,-2.51196,-8.28305,0.86207,0.86957,1.05696,1.21842,0,0,1.1496,1.40196,1.86,1.84,9.38,11.38,11.76,12.87,2.54106,5.33066,-3.94338,2.38095,8.448682203,-3.781875402,0.207900208,0.838574423
1985_1,7,5.4,-5.27919,0.5102,0.61889,0.94745,8.8,10.7,0.69444,0.8921,7.2,7.3,0.19017,0.2528,64.8,64.5,0.32133,0.04757,-0.03415,0.01798,-1.30719,-1.29032,4.31391,3.53631,5.15337,-2.51196,0.91833,0.86207,1.16212,1.05696,0,0,1.51486,1.1496,1.81,1.86,8.47,9.38,11.59,11.76,5.30547,2.54106,-0.52632,-3.94338,0.662246213,8.448682203,1.244813278,0.207900208
1985_2,3.8,7,0.5895,-5.27919,0.39528,0.61889,9.6,8.8,0.72382,0.69444,7.3,7.2,0.20202,0.19017,64.8,64.8,0.06951,0.32133,0.16541,-0.03415,1.3245,-1.30719,4.26812,4.31391,0.70012,5.15337,0.90903,0.91833,1.55083,1.16212,0,0,2.17036,1.51486,2.21,1.81,7.96,8.47,10.82,11.59,-2.56603,5.30547,-0.21164,-0.52632,8.050243565,0.662246213,1.639344262,1.244813278
1985_3,7.9,3.8,2.504,0.5895,0.56667,0.39528,7.6,9.6,0.59114,0.72382,7.2,7.3,0.25202,0.20202,64.7,64.8,-0.1421,0.06951,0.42901,0.16541,0,1.3245,3.40275,4.26812,-1.44844,0.70012,0.62201,0.90903,1.35747,1.55083,0,0,2.52118,2.17036,2.13,2.21,7.89,7.96,10.34,10.82,-4.64885,-2.56603,-1.59067,-0.21164,6.193956466,8.050243565,2.016129032,1.639344262
1985_4,1,7.9,0.98753,2.504,1.29526,0.56667,8.3,7.6,0.59584,0.59114,7,7.2,0.25892,0.25202,65,64.7,0.59044,-0.1421,0.13226,0.42901,-3.92157,0,3.44703,3.40275,7.28983,-1.44844,1.01946,0.62201,1.33929,1.35747,0,0,2.37537,2.52118,2.22,2.13,8.05,7.89,9.77,10.34,-6.64609,-4.64885,-1.8319,-1.59067,-5.102949019,6.193956466,2.371541502,2.016129032
1986_1,3.4,1,-18.63098,0.98753,0.77841,1.29526,8.7,8.3,0.41553,0.59584,7,7,0.20309,0.25892,65,65,0.58821,0.59044,0.00892,0.13226,-2.04082,-3.92157,2.65142,3.44703,4.05479,7.28983,0.52018,1.01946,1.10132,1.33929,0,0,1.34898,2.37537,2.46,2.22,7.92,8.05,8.57,9.77,-4.9797,-6.64609,4.82986,-1.8319,16.04965469,-5.102949019,3.088803089,2.371541502
1986_2,4.5,3.4,-1.96078,-18.63098,1.2509,0.77841,8.8,8.7,0.34198,0.41553,7.2,7,0.20435,0.20309,65.2,65,-0.58372,0.58821,0.423,0.00892,-11.80556,-2.04082,2.50172,2.65142,-1.10585,4.05479,-0.48737,0.52018,1.08932,1.10132,0,0,2.70692,1.34898,2.67,2.46,6.94,7.92,7.6,8.57,-5.11152,-4.9797,1.36126,4.82986,13.07269743,16.04965469,-0.561797753,3.088803089
1986_3,7.4,4.5,-0.51613,-1.96078,0.80711,1.2509,7.9,8.8,0.49408,0.34198,7,7.2,0.24264,0.20435,65.4,65.2,0.36914,-0.58372,0.28081,0.423,11.02362,-11.80556,2.37507,2.50172,-6.33653,-1.10585,0.61174,-0.48737,1.18534,1.08932,0,0,2.6043,2.70692,2.87,2.67,6.26,6.94,7.31,7.6,-4.1569,-5.11152,-2.06612,1.36126,4.926749391,13.07269743,1.506591337,-0.561797753
1986_4,2.6,7.4,2.91829,-0.51613,0.63033,0.80711,7.5,7.9,0.64917,0.49408,6.8,7,0.24745,0.24264,65.4,65.4,1.13649,0.36914,0.69298,0.28081,1.41844,11.02362,2.19919,2.37507,-2.67197,-6.33653,0.69918,0.61174,1.35783,1.18534,0,0,3.01823,2.6043,2.83,2.87,6.26,6.26,7.26,7.31,-0.20915,-4.1569,-2.95359,-2.06612,-7.719308714,4.926749391,2.226345083,1.506591337
1987_1,0.1,2.6,7.56144,2.91829,0.51123,0.63033,8.3,7.5,0.60711,0.64917,6.6,6.8,0.19755,0.24745,65.5,65.4,1.30727,1.13649,-0.27106,0.69298,0,1.41844,-0.27046,2.19919,2.86215,-2.67197,1.2067,0.69918,1.47097,1.35783,0,0,2.33592,3.01823,2.47,2.83,6.22,6.26,7.2,7.26,-5.09917,-0.20915,-1.63043,-2.95359,4.690468041,-7.719308714,2.359346642,2.226345083
1987_2,5.7,0.1,15.81722,7.56144,0.66486,0.51123,6.1,8.3,0.7818,0.60711,6.3,6.6,0.20543,0.19755,65.5,65.5,1.7782,1.30727,0.06883,-0.27106,-8.39161,0,1.06139,-0.27046,-8.4611,2.86215,1.13327,1.2067,1.29433,1.47097,0,0,2.02539,2.33592,2.01,2.47,6.62,6.22,8.34,7.2,-3.7408,-5.09917,1.43646,-1.63043,20.40715134,4.690468041,-1.063829787,2.359346642
1987_3,4.7,5.7,7.28376,15.81722,1.09848,0.66486,6.8,6.1,0.71478,0.7818,6,6.3,0.24131,0.20543,65.6,65.5,1.87691,1.7782,0.08289,0.06883,-0.76336,-8.39161,1.9379,1.06139,0.80645,-8.4611,1.06132,1.13327,1.17557,1.29433,0,0,1.0526,2.02539,2.03,2.01,6.83,6.62,8.87,8.34,1.4447,-3.7408,2.28758,1.43646,4.252544384,20.40715134,1.971326165,-1.063829787
1987_4,0.8,4.7,4.14899,7.28376,1.74837,1.09848,7.8,6.8,0.9313,0.71478,5.8,6,0.25431,0.24131,65.7,65.6,2.43884,1.87691,0.14627,0.08289,3.84615,-0.76336,1.79145,1.9379,-6.21538,0.80645,0.9329,1.06132,1.08613,1.17557,0,0,2.24244,1.0526,2.26,2.03,6.92,6.83,9.13,8.87,-5.54326,1.4447,-7.98722,2.28758,5.868613305,4.252544384,1.405975395,1.971326165
1988_1,7.3,0.8,5.43232,4.14899,0.81306,1.74837,7.6,7.8,0.73604,0.9313,5.7,5.8,0.20482,0.25431,65.8,65.7,0.91913,2.43884,0.27451,0.14627,6.66667,3.84615,1.81006,1.79145,-6.49606,-6.21538,0.78035,0.9329,1.07446,1.08613,0,0,1.47575,2.24244,2.34,2.26,6.67,6.92,8.41,9.13,-3.41376,-5.54326,6.8287,-7.98722,-23.22032875,5.868613305,-0.693240901,1.405975395
1988_2,3,7.3,6.74109,5.43232,0.80817,0.81306,7.9,7.6,0.81996,0.73604,5.5,5.7,0.20071,0.20482,65.8,65.8,0.87229,0.91913,0.02632,0.27451,-7.63889,6.66667,1.9022,1.81006,4.63158,-6.49606,1.14769,0.78035,1.26082,1.07446,0,0,2.36128,1.47575,2.07,2.34,7.14,6.67,8.91,8.41,-1.1149,-3.41376,1.40845,6.8287,4.771351159,-23.22032875,-0.34904014,-0.693240901
1988_3,3.5,3,-0.60338,6.74109,1.03428,0.80817,8,7.9,0.70091,0.81996,5.5,5.5,0.25427,0.20071,66,65.8,0.37628,0.87229,0.21404,0.02632,-9.02256,-7.63889,1.47917,1.9022,-0.46948,4.63158,1.21888,1.14769,1.0498,1.26082,0,0,1.73952,2.36128,1.97,2.07,7.97,7.14,9.1,8.91,5.5129,-1.1149,2.5641,1.40845,5.643317298,4.771351159,1.050788091,-0.34904014
